time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-10-25T23:15:30.000Z,60.249,-141.2041,0,0.9,ml,10,97.1999922240006,,0.51,ak,ak11759427,2015-10-31T01:52:39.077Z,"71km ENE of Cape Yakataga, Alaska",earthquake
2015-10-25T23:11:56.000Z,63.1863,-150.1731,105.5,1.7,ml,,,,0.35,ak,ak11751071,2015-10-31T01:51:46.941Z,"65km WSW of Cantwell, Alaska",earthquake
2015-10-25T23:11:19.210Z,39.146,-122.7943333,17.01,1.69,md,13,80,0.2043,0.17,nc,nc72543995,2015-10-27T16:04:22.380Z,"5km ENE of Nice, California",earthquake
2015-10-25T23:10:18.000Z,64.9844,-147.3375,0,1.4,ml,,,,0.3,ak,ak11751069,2015-10-31T01:51:46.153Z,"22km NNE of Badger, Alaska",earthquake
2015-10-25T23:05:49.670Z,34.702,-116.236,2.42,1.82,ml,21,60,0.07228,0.22,ci,ci37264103,2015-10-26T13:04:24.631Z,"7km WSW of Ludlow, California",earthquake
2015-10-25T23:03:17.000Z,53.5425,-166.1588,52.2,2,ml,9,287.999976960002,,0.16,ak,ak11759424,2015-10-31T01:52:38.075Z,"44km SE of Unalaska, Alaska",earthquake
2015-10-25T22:57:06.000Z,65.531,-144.4548,6.7,0.8,ml,,,,0.55,ak,ak11759423,2015-11-03T01:16:43.412Z,"12km ENE of Circle Hot Springs Station, Alaska",earthquake
2015-10-25T22:47:21.420Z,19.2178326,-155.4485016,37.75,2.54,ml,52,115,0.05201,0.16,hv,hv61078336,2015-10-26T06:49:58.042Z,"3km ENE of Pahala, Hawaii",earthquake
2015-10-25T22:45:28.040Z,33.9465,-116.7641667,16.33,0.65,ml,26,81,0.09556,0.16,ci,ci37264095,2015-10-26T17:56:24.459Z,"4km NNE of Cabazon, California",earthquake
2015-10-25T22:33:32.740Z,37.7233333,-118.8115,5.47,0.62,md,18,115,0.04479,0.05,nc,nc72543985,2015-10-27T15:51:48.920Z,"16km ENE of Mammoth Lakes, California",earthquake
2015-10-25T22:23:34.928Z,36.7116,-115.7033,5.3,0.6,ml,15,280.17,0.214,0.1154,nn,nn00516243,2015-10-25T23:06:27.425Z,"61km NNE of Pahrump, Nevada",earthquake
2015-10-25T22:17:26.638Z,36.6207,-116.267,4.7,0,ml,6,130.24,0.098,0.1703,nn,nn00516329,2015-10-26T18:28:25.146Z,"52km NNW of Pahrump, Nevada",earthquake
2015-10-25T22:15:28.000Z,61.2504,-147.6266,0,1.3,ml,11,75.5999939520005,,0.28,ak,ak11759422,2015-10-31T01:52:34.906Z,"70km WNW of Valdez, Alaska",earthquake
2015-10-25T22:10:37.360Z,35.8386667,-117.6173333,4.81,0.86,ml,16,137,0.02798,0.11,ci,ci37264079,2015-10-26T20:24:11.968Z,"21km WNW of Searles Valley, California",earthquake
2015-10-25T21:47:24.000Z,64.799,-149.3386,26.4,0.3,ml,13,107.999991360001,,0.55,ak,ak11750875,2015-10-31T01:52:34.202Z,"26km NNW of North Nenana, Alaska",earthquake
2015-10-25T21:46:47.230Z,40.6116667,-121.9031667,14.85,1.93,md,29,45,0.04583,0.17,nc,nc72543980,2015-11-06T00:56:53.300Z,"13km N of Shingletown, California",earthquake
2015-10-25T21:37:33.547Z,38.5755,-118.5037,10.8,0.9,ml,6,156.54,0.055,0.1056,nn,nn00516238,2015-10-25T22:04:16.848Z,"11km ENE of Hawthorne, Nevada",earthquake
2015-10-25T21:33:30.000Z,60.0938,-146.9552,1.4,2.4,ml,,,,0.49,ak,ak11750871,2015-10-31T01:53:35.351Z,"81km NNW of Middleton Island, Alaska",earthquake
2015-10-25T21:31:09.890Z,37.2336667,-122.1493333,9,0.89,md,5,154,0.02632,0.03,nc,nc72543975,2015-11-05T09:28:10.030Z,"11km WSW of Saratoga, California",earthquake
2015-10-25T21:22:11.740Z,38.8253333,-122.8018333,2.25,0.93,md,8,117,0.01807,0.02,nc,nc72543970,2015-10-26T23:05:44.780Z,"6km W of Cobb, California",earthquake
2015-10-25T21:17:01.090Z,35.3626667,-117.8346667,3.66,1.06,ml,24,46,0.09547,0.18,ci,ci37264071,2015-10-26T17:37:33.065Z,"18km W of Johannesburg, California",earthquake
2015-10-25T21:16:56.000Z,51.2901,178.6338,6.2,1.9,ml,7,277.199977824002,,0.32,ak,ak11759419,2015-10-31T01:52:33.413Z,"73km S of Little Sitkin Island, Alaska",earthquake
2015-10-25T21:13:35.740Z,34.3855,-118.6281667,4.31,1.21,ml,26,76,0.04331,0.21,ci,ci37264063,2015-10-26T17:29:04.879Z,"9km SW of Valencia, California",earthquake
2015-10-25T20:55:24.110Z,36.5905,-121.031,8.1,0.83,md,8,210,0.01383,0.07,nc,nc72543965,2015-10-26T03:33:46.940Z,"32km NE of Soledad, California",earthquake
2015-10-25T20:54:03.590Z,36.5803333,-121.0316667,8.36,0.89,md,13,228,0.006621,0.08,nc,nc72543960,2015-11-05T08:14:26.530Z,"31km ENE of Soledad, California",earthquake
2015-10-25T20:48:44.430Z,19.2156658,-155.4448395,36.72,1.89,md,40,124,0.04973,0.19,hv,hv61078141,2015-10-25T20:52:11.330Z,"3km ENE of Pahala, Hawaii",earthquake
2015-10-25T20:30:38.000Z,59.9842,-152.6146,97,1.7,ml,36,57.5999953920004,,0.44,ak,ak11759418,2015-10-31T01:52:32.399Z,"49km WNW of Anchor Point, Alaska",earthquake
2015-10-25T20:17:58.830Z,-0.3528,99.0994,68.78,4.9,mb,,145,2.054,1.11,us,us10003rcm,2015-10-26T04:20:30.823Z,"85km N of Sikabaluan, Indonesia",earthquake
2015-10-25T20:13:56.000Z,61.4215,-150.5982,60.8,1.5,ml,,,,0.34,ak,ak11750678,2015-10-31T01:51:44.483Z,"36km WSW of Big Lake, Alaska",earthquake
2015-10-25T20:12:54.000Z,51.567,-176.381,32.3,2,ml,15,226.799981856001,,0.4,ak,ak11750679,2015-10-31T01:52:05.259Z,"39km SSE of Adak, Alaska",earthquake
2015-10-25T20:01:15.391Z,39.6009,-119.9426,11.8,0.3,ml,5,195.56,0.016,0.0389,nn,nn00516258,2015-10-26T02:16:05.204Z,"9km SSE of Cold Springs, Nevada",earthquake
2015-10-25T19:53:23.320Z,33.5995,-116.8128333,8.27,0.37,ml,22,59,0.04109,0.09,ci,ci37264055,2015-10-26T17:23:49.710Z,"14km WNW of Anza, California",earthquake
2015-10-25T19:38:53.000Z,61.418,-146.7607,21.3,1.2,ml,18,61.1999951040004,,0.47,ak,ak11759415,2015-10-31T01:52:31.283Z,"38km NW of Valdez, Alaska",earthquake
2015-10-25T19:38:24.000Z,60.9512,-151.0038,48,1,ml,12,64.7999948160004,,0.38,ak,ak11759414,2015-10-31T01:52:30.621Z,"32km NNE of Nikiski, Alaska",earthquake
2015-10-25T19:28:41.430Z,34.0351667,-116.8755,12.02,1.29,ml,53,50,0.05624,0.21,ci,ci37264039,2015-10-26T13:05:28.381Z,"12km N of Banning, California",earthquake
2015-10-25T19:25:30.400Z,38.8541667,-122.9895,2.59,2.02,md,33,40,0.0349,0.07,nc,nc72543945,2015-11-06T00:53:49.170Z,"5km NNE of Cloverdale, California",earthquake
2015-10-25T19:24:11.000Z,62.8792,-143.4379,14,0.9,ml,11,115.199990784001,,0.56,ak,ak11759413,2015-10-31T01:52:29.889Z,"55km SSW of Tok, Alaska",earthquake
2015-10-25T19:20:58.000Z,60.2408,-140.6952,8.3,1.3,ml,,,,0.57,ak,ak11750677,2015-10-31T01:52:42.245Z,"94km NW of Yakutat, Alaska",earthquake
2015-10-25T19:20:37.920Z,38.7815,-122.714,4.03,1.07,md,8,114,0.008603,0.13,nc,nc72543940,2015-10-26T22:53:41.350Z,"3km E of The Geysers, California",earthquake
2015-10-25T19:14:32.590Z,19.2198334,-155.4438324,37.59,2.08,ml,53,119,0.04718,0.17,hv,hv61077976,2015-10-25T19:20:15.510Z,"4km ENE of Pahala, Hawaii",earthquake
2015-10-25T19:08:25.800Z,32.7955,-115.451,8.84,1.49,ml,17,140,0.01041,0.18,ci,ci37264031,2015-10-26T17:18:18.645Z,"7km WSW of Holtville, California",earthquake
2015-10-25T18:46:04.670Z,33.544,-116.985,11.74,0.69,ml,16,94,0.08235,0.08,ci,ci37264023,2015-10-26T17:14:11.264Z,"16km NW of Aguanga, California",earthquake
2015-10-25T18:39:46.000Z,53.325,-165.2648,5.8,2.3,ml,11,313.199974944002,,0.3,ak,ak11759411,2015-10-31T01:52:28.879Z,"96km SSE of Akutan, Alaska",earthquake
2015-10-25T18:38:08.230Z,38.8133333,-122.8011667,1.89,0.87,md,7,147,0.007049,0.05,nc,nc72543925,2015-10-26T22:48:10.150Z,"5km NW of The Geysers, California",earthquake
2015-10-25T18:34:55.220Z,44.5961667,-114.2903333,4.11,2.65,ml,22,69,0.695,0.15,mb,mb80103234,2015-10-26T17:54:26.455Z,"11km NNW of Challis, Idaho",earthquake
2015-10-25T18:32:37.000Z,63.959,-148.8425,111.9,1.3,ml,25,46.7999962560003,,0.41,ak,ak11750673,2015-10-31T01:52:04.360Z,"12km NNE of Healy, Alaska",earthquake
2015-10-25T18:18:27.000Z,60.2287,-150.6775,48.5,1.6,ml,,,,0.43,ak,ak11750489,2015-10-31T01:52:41.530Z,"34km S of Sterling, Alaska",earthquake
2015-10-25T18:17:31.000Z,61.3351,-151.929,84.9,1.2,ml,23,68.3999945280004,,0.39,ak,ak11759408,2015-10-31T01:52:28.028Z,"79km NNW of Nikiski, Alaska",earthquake
2015-10-25T18:15:45.580Z,33.9746667,-116.9628333,13.38,0.82,ml,27,111,0.1207,0.2,ci,ci37264015,2015-10-26T13:06:51.150Z,"5km NNE of Beaumont, California",earthquake
2015-10-25T18:11:32.500Z,34.1005,-116.4155,4.69,0.9,ml,28,59,0.03766,0.15,ci,ci37264007,2015-10-26T17:07:31.355Z,"2km SE of Yucca Valley, California",earthquake
2015-10-25T18:08:14.000Z,56.5012,-154.0158,29.7,2.1,ml,9,201.599983872001,,0.5,ak,ak11759407,2015-10-31T01:52:26.751Z,"115km S of Larsen Bay, Alaska",earthquake
2015-10-25T18:06:44.660Z,45.6403333,-122.8275,20.684,1.88,ml,23,69,0.06766,0.13,uw,uw61083522,2015-10-26T15:28:33.480Z,"9km NNE of Bethany, Oregon",earthquake
2015-10-25T17:53:57.000Z,52.0341,-173.827,3,1.8,ml,6,302.399975808002,,0.56,ak,ak11759406,2015-10-31T01:52:25.055Z,"31km SE of Atka, Alaska",earthquake
2015-10-25T17:49:02.150Z,31.3485,-115.4473333,5.96,3.59,ml,12,176,0.5977,0.45,ci,ci37263999,2015-10-26T19:37:49.814Z,"101km SSW of Alberto Oviedo Mota, B.C., MX",earthquake
2015-10-25T17:46:18.250Z,19.2226658,-155.4471741,37.17,2.37,ml,50,118,0.0492,0.16,hv,hv61077886,2015-10-25T17:52:04.500Z,"3km ENE of Pahala, Hawaii",earthquake
2015-10-25T17:42:41.890Z,33.5258333,-116.736,3.46,0.64,ml,24,113,0.03948,0.1,ci,ci37263991,2015-10-26T13:06:59.690Z,"7km WSW of Anza, California",earthquake
2015-10-25T17:31:35.620Z,35.8906667,-117.6998333,2.58,0.22,ml,11,72,0.09146,0.09,ci,ci37263983,2015-10-26T18:43:31.289Z,"19km ESE of Little Lake, California",earthquake
2015-10-25T17:26:35.000Z,51.8855,-176.9814,86.2,2.8,ml,23,143.999988480001,,0.4,ak,ak11750488,2015-10-31T01:53:13.597Z,"22km W of Adak, Alaska",earthquake
2015-10-25T17:21:00.000Z,51.003,-176.4082,29.1,2.6,ml,18,230.399981568002,,0.54,ak,ak11750486,2015-10-31T01:55:08.897Z,"99km S of Adak, Alaska",earthquake
2015-10-25T17:17:48.750Z,36.1303333,-117.5968333,0.23,1.16,ml,23,61,0.08493,0.13,ci,ci37263975,2015-10-30T00:18:57.249Z,"33km ENE of Coso Junction, California",earthquake
2015-10-25T17:12:53.290Z,33.6351667,-116.7601667,13.86,0.94,ml,29,52,0.0415,0.18,ci,ci37263967,2015-10-26T13:06:39.518Z,"12km NW of Anza, California",earthquake
2015-10-25T17:06:23.000Z,61.4562,-140.6315,3.2,1.4,ml,,,,0.42,ak,ak11750481,2015-10-31T01:52:44.872Z,"183km NNE of Cape Yakataga, Alaska",earthquake
2015-10-25T16:54:28.060Z,37.7756667,-121.9635,8.72,0.83,md,9,196,0.08618,0.04,nc,nc72543885,2015-11-06T00:51:21.020Z,"1km ESE of San Ramon, California",earthquake
2015-10-25T16:50:57.200Z,19.1903333,-155.4363333,36.568,1.75,md,11,246,0.1501,0.06,hv,hv61077841,2015-10-26T20:12:10.390Z,"4km ESE of Pahala, Hawaii",earthquake
2015-10-25T16:35:11.210Z,36.4548333,-121.0313333,6.08,1.39,md,17,142,0.1168,0.04,nc,nc72543870,2015-11-04T04:03:21.500Z,"24km NE of Greenfield, California",earthquake
2015-10-25T16:34:26.860Z,-30.4394,-72.195,10,4.3,mb,,88,0.536,0.56,us,us10003rbt,2015-10-25T21:04:47.600Z,"97km W of Ovalle, Chile",earthquake
2015-10-25T16:30:59.000Z,66.0621,-141.4688,16.1,1.4,ml,,,,0.35,ak,ak11759402,2015-11-03T01:16:42.669Z,"120km ENE of Circle, Alaska",earthquake
2015-10-25T16:16:18.793Z,37.1215,-117.3836,8.2,0.2,ml,6,157.44,0.237,0.1398,nn,nn00516322,2015-10-26T18:15:59.453Z,"60km WNW of Beatty, Nevada",earthquake
2015-10-25T16:00:11.530Z,19.2348328,-155.4398346,37.84,2.32,ml,56,109,0.04009,0.18,hv,hv61077796,2015-10-25T16:05:57.210Z,"5km NE of Pahala, Hawaii",earthquake
2015-10-25T15:48:35.880Z,19.2224998,-155.4478302,36.87,2.2,md,53,118,0.04984,0.18,hv,hv61077786,2015-10-25T15:51:51.990Z,"3km ENE of Pahala, Hawaii",earthquake
2015-10-25T15:48:29.000Z,63.0957,-150.9203,119.1,1.4,ml,23,50.3999959680003,,0.56,ak,ak11759401,2015-10-31T01:52:23.129Z,"95km NNW of Talkeetna, Alaska",earthquake
2015-10-25T15:46:04.540Z,37.5623,22.0626,9.36,4.7,mb,,54,0.398,0.81,us,us10003rbl,2015-10-25T18:55:53.502Z,"19km NNW of Megalopolis, Greece",earthquake
2015-10-25T15:37:42.790Z,-39.4537,-72.63,78.48,4.3,mb,,170,0.283,0.62,us,us10003rbk,2015-10-25T16:39:19.689Z,"9km S of Loncoche, Chile",earthquake
2015-10-25T15:34:59.000Z,62.193,-151.3036,80.2,1.5,ml,,,,0.27,ak,ak11750130,2015-10-31T01:52:42.919Z,"63km WSW of Talkeetna, Alaska",earthquake
2015-10-25T15:28:46.490Z,36.7402,-116.2655,6.9,0,ml,7,153.71,0.045,0.0857,nn,nn00516318,2015-10-26T18:03:40.221Z,"47km ESE of Beatty, Nevada",earthquake
2015-10-25T15:27:18.000Z,60.3901,-147.374,0.9,1.4,ml,15,161.999987040001,,0.66,ak,ak11759399,2015-10-31T01:52:22.426Z,"83km ESE of Whittier, Alaska",earthquake
2015-10-25T15:26:54.000Z,61.8174,-148.5116,5.7,1,ml,,,,0.74,ak,ak11750127,2015-11-03T01:17:06.554Z,"18km E of Sutton-Alpine, Alaska",earthquake
2015-10-25T15:22:56.690Z,19.2166672,-155.4474945,37.14,2.28,md,39,127,0.05159,0.18,hv,hv61077756,2015-10-25T15:26:20.940Z,"3km ENE of Pahala, Hawaii",earthquake
2015-10-25T15:16:56.087Z,36.944,-116.0926,5.9,0.2,ml,8,129.5,0.102,0.1482,nn,nn00516311,2015-10-26T17:44:55.980Z,"59km E of Beatty, Nevada",earthquake
2015-10-25T15:16:34.490Z,43.5758333,-121.7505,7.383,1.36,ml,10,177,0.03373,0.14,uw,uw61083502,2015-10-26T15:22:22.310Z,"22km WSW of La Pine, Oregon",earthquake
2015-10-25T15:11:39.000Z,60.3163,-149.7491,30.3,1.6,ml,,,,0.37,ak,ak11750116,2015-10-31T01:52:46.601Z,"25km NW of Bear Creek, Alaska",earthquake
2015-10-25T15:10:10.550Z,19.2175007,-155.4494934,35.7,2.03,md,47,118,0.053,0.17,hv,hv61077741,2015-10-25T15:13:28.310Z,"3km ENE of Pahala, Hawaii",earthquake
2015-10-25T15:01:00.630Z,19.2216663,-155.4445038,37.8,2.15,md,43,121,0.04712,0.2,hv,hv61077736,2015-10-25T15:04:28.510Z,"4km ENE of Pahala, Hawaii",earthquake
2015-10-25T14:58:57.670Z,-29.3302,-177.7916,10,5.7,mwb,,26,0.147,0.82,us,us10003rbc,2015-10-27T22:29:14.000Z,"12km SE of Raoul Island, New Zealand",earthquake
2015-10-25T14:49:30.310Z,34.0861667,-117.3028333,16.27,1.01,ml,40,38,0.1104,0.18,ci,ci37263943,2015-10-26T13:07:42.194Z,"2km NE of Colton, California",earthquake
2015-10-25T14:47:54.660Z,18.3613,-101.5828,63.74,5.1,mb,,61,1.322,0.7,us,us10003rb9,2015-10-27T20:57:36.000Z,"20km N of Tres Palos, Mexico",earthquake
2015-10-25T14:42:06.563Z,41.8798,-119.6313,9.1,1.2,ml,5,220.08,0.142,0.1293,nn,nn00516247,2015-10-25T22:53:59.882Z,"68km ESE of Lakeview, Oregon",earthquake
2015-10-25T14:36:25.000Z,59.4317,-152.5747,80.6,2.7,ml,,,,0.55,ak,ak11749936,2015-10-31T01:54:46.185Z,"56km SW of Anchor Point, Alaska",earthquake
2015-10-25T14:34:12.000Z,64.7955,-149.1664,18.7,0.5,ml,,,,0.47,ak,ak11749935,2015-10-31T01:52:47.463Z,"24km N of North Nenana, Alaska",earthquake
2015-10-25T14:30:52.000Z,61.9646,-150.4937,64.5,2,ml,,,,0.4,ak,ak11749929,2015-10-31T01:52:51.612Z,"34km NW of Willow, Alaska",earthquake
2015-10-25T14:21:45.000Z,60.5731,-151.6435,77,2,ml,,,,0.46,ak,ak11749924,2015-10-31T01:52:50.195Z,"21km W of Kenai, Alaska",earthquake
2015-10-25T14:20:42.000Z,61.5578,-146.3124,20.1,2,ml,,,,0.49,ak,ak11749920,2015-10-31T01:52:53.281Z,"47km N of Valdez, Alaska",earthquake
2015-10-25T14:19:37.090Z,33.8771667,-116.6586667,13.03,1.92,ml,91,24,0.08915,0.15,ci,ci37263935,2015-10-26T17:04:00.330Z,"11km WSW of Garnet, California",earthquake
2015-10-25T14:19:06.030Z,33.8776667,-116.6553333,12.78,1.46,ml,62,25,0.08675,0.22,ci,ci37263927,2015-10-26T13:07:45.258Z,"10km WSW of Garnet, California",earthquake
2015-10-25T14:17:26.760Z,37.7795,-121.965,7.49,1.26,md,22,98,0.08218,0.07,nc,nc72543790,2015-10-26T21:05:43.100Z,"1km E of San Ramon, California",earthquake
2015-10-25T14:16:54.621Z,41.8657,-119.6492,9.7,0.9,ml,5,222,0.14,0.1677,nn,nn00516246,2015-10-25T22:47:45.096Z,"67km ESE of Lakeview, Oregon",earthquake
2015-10-25T14:04:40.970Z,19.2288342,-155.4456635,38.88,2.38,ml,55,114,0.04632,0.14,hv,hv61077711,2015-10-25T22:07:25.394Z,"4km NE of Pahala, Hawaii",earthquake
2015-10-25T13:54:49.920Z,33.6016667,-116.7383333,12.85,0.62,ml,25,71,0.02293,0.16,ci,ci37263919,2015-10-26T13:07:48.262Z,"8km NW of Anza, California",earthquake
2015-10-25T13:54:18.000Z,62.1203,-148.1998,33,1.2,ml,,,,0.59,ak,ak11749919,2015-10-31T01:52:52.513Z,"49km NE of Sutton-Alpine, Alaska",earthquake
2015-10-25T13:45:03.000Z,63.0319,-151.4396,8.7,0.9,ml,11,75.5999939520005,,0.74,ak,ak11759390,2015-10-31T01:52:21.573Z,"104km NW of Talkeetna, Alaska",earthquake
2015-10-25T13:36:04.000Z,50.0068,178.3836,29.4,3.2,ml,19,255.599979552002,,0.95,ak,ak11749918,2015-10-31T01:52:50.391Z,"216km S of Little Sitkin Island, Alaska",earthquake
2015-10-25T13:22:43.000Z,65.5132,-149.4623,9.5,1.1,ml,,,,0.53,ak,ak11749913,2015-11-03T01:16:46.844Z,"79km NE of Manley Hot Springs, Alaska",earthquake
2015-10-25T13:14:58.810Z,19.2185001,-155.4465027,36.78,2.29,ml,55,117,0.05001,0.16,hv,hv61077681,2015-10-25T21:17:40.983Z,"3km ENE of Pahala, Hawaii",earthquake
2015-10-25T13:14:56.390Z,37.5945,-118.7851667,4.8,0.77,md,24,109,0.03519,0.05,nc,nc72543725,2015-10-26T22:28:34.380Z,"17km ESE of Mammoth Lakes, California",earthquake
2015-10-25T13:13:46.890Z,-29.7523,-71.3783,36.71,4.5,mb,,127,0.205,0.83,us,us10003ray,2015-10-25T21:16:17.782Z,"20km NW of La Serena, Chile",earthquake
2015-10-25T13:11:46.000Z,64.6722,-148.9604,17.5,0.1,ml,,,,0.42,ak,ak11749909,2015-10-31T01:53:13.068Z,"12km NE of North Nenana, Alaska",earthquake
2015-10-25T13:06:39.416Z,41.8881,-119.6198,9.2,1,ml,5,219.01,0.145,0.1315,nn,nn00516244,2015-10-25T22:35:23.242Z,"68km ESE of Lakeview, Oregon",earthquake
2015-10-25T13:06:24.000Z,51.546,-178.3917,9.5,2.3,ml,18,190.799984736001,,0.54,ak,ak11749908,2015-10-31T01:52:00.014Z,"41km SSW of Tanaga Volcano, Alaska",earthquake
2015-10-25T13:00:44.870Z,36.0228333,-117.7763333,1.79,0.33,ml,12,94,0.0806,0.11,ci,ci37263911,2015-10-26T18:27:01.191Z,"15km NE of Little Lake, California",earthquake
2015-10-25T12:58:58.260Z,35.9861667,-117.6836667,1.74,0.72,ml,13,124,0.08342,0.09,ci,ci37263903,2015-10-26T18:15:21.127Z,"21km ENE of Little Lake, California",earthquake
2015-10-25T12:57:04.000Z,60.2813,-152.342,87.4,1.6,ml,38,43.1999965440003,,0.42,ak,ak11749906,2015-10-31T01:53:14.037Z,"31km SE of Redoubt Volcano, Alaska",earthquake
2015-10-25T12:55:44.566Z,39.3441,-120.0029,5,0.3,ml,13,62.78,0.058,0.1591,nn,nn00516222,2015-10-25T18:29:03.227Z,"10km NNW of Incline Village, Nevada",earthquake
2015-10-25T12:47:22.910Z,35.9155,-120.319,8.39,0.9,md,26,184,0.02233,0.25,nc,nc72543685,2015-11-04T03:51:17.510Z,"19km WSW of Avenal, California",earthquake
2015-10-25T12:45:18.115Z,39.3849,-119.9669,5.6,0.5,ml,13,70.91,0.104,0.1341,nn,nn00516221,2015-10-25T18:13:30.798Z,"14km N of Incline Village, Nevada",earthquake
2015-10-25T12:41:47.300Z,19.4046667,-155.2765,0.039,1.83,ml,9,91,0.008433,0.48,hv,hv61077616,2015-10-26T20:18:17.400Z,"4km SW of Volcano, Hawaii",earthquake
2015-10-25T12:36:17.000Z,19.2173328,-155.4493408,35.59,1.97,md,39,119,0.05293,0.18,hv,hv61077611,2015-10-25T12:39:36.930Z,"3km ENE of Pahala, Hawaii",earthquake
2015-10-25T12:33:27.000Z,61.1588,-147.1616,20.5,1.4,ml,,,,0.56,ak,ak11749747,2015-11-03T01:16:49.184Z,"43km W of Valdez, Alaska",earthquake
2015-10-25T12:31:33.000Z,65.1387,-148.686,22.1,0.9,ml,,,,0.66,ak,ak11749745,2015-11-03T01:16:48.408Z,"45km NW of Ester, Alaska",earthquake
2015-10-25T12:29:47.200Z,37.7878333,-121.9601667,8.46,1.53,md,30,55,0.07541,0.07,nc,nc72543670,2015-11-04T03:50:16.900Z,"1km ENE of San Ramon, California",earthquake
2015-10-25T12:29:07.000Z,45.263,-121.7226667,8.626,0.29,md,5,226,0.05545,0.05,uw,uw61083477,2015-10-25T16:31:28.710Z,"22km ESE of Mount Hood Village, Oregon",earthquake
2015-10-25T12:25:20.000Z,60.3985,-151.7911,77.2,1.4,ml,24,61.1999951040004,,0.4,ak,ak11759382,2015-10-31T01:52:20.819Z,"26km W of Cohoe, Alaska",earthquake
2015-10-25T12:23:37.790Z,37.7725,-121.9663333,9.33,1.33,md,27,65,0.08541,0.08,nc,nc72543655,2015-11-04T03:49:15.620Z,"1km SE of San Ramon, California",earthquake
2015-10-25T12:21:26.420Z,38.7925,-122.7555,0.3,1.24,md,9,124,0.03473,0.02,nc,nc72543650,2015-10-26T21:08:14.130Z,"1km N of The Geysers, California",earthquake
2015-10-25T12:11:41.000Z,32.7803333,-117.5496667,17.81,1.32,ml,15,269,0.2611,0.16,ci,ci37263895,2015-10-26T16:37:57.843Z,"27km WSW of La Jolla, California",earthquake
2015-10-25T12:09:52.450Z,38.808,-122.7915,0.98,1.54,md,19,75,0.002971,0.03,nc,nc72543635,2015-11-04T03:38:11.670Z,"4km NW of The Geysers, California",earthquake
2015-10-25T12:09:07.240Z,35.8248333,-118.5318333,4.02,1.1,ml,19,126,0.0894,0.19,ci,ci37263887,2015-10-26T16:33:02.313Z,"12km NW of Kernville, California",earthquake
2015-10-25T12:08:45.000Z,59.3178,-139.1165,28.1,2.3,ml,,,,0.84,ak,ak11749740,2015-11-03T01:16:47.590Z,"43km SE of Yakutat, Alaska",earthquake
2015-10-25T12:04:54.500Z,38.8078333,-122.7913333,1.16,1.93,md,27,72,0.003104,0.03,nc,nc72543625,2015-11-06T00:41:25.480Z,"4km NW of The Geysers, California",earthquake
2015-10-25T12:02:57.870Z,38.8076667,-122.7905,0.97,1.2,md,12,84,0.003765,0.04,nc,nc72543615,2015-11-04T01:20:28.560Z,"4km NW of The Geysers, California",earthquake
2015-10-25T11:58:53.270Z,38.8073333,-122.7923333,1.15,2.61,md,45,32,0.002405,0.04,nc,nc72543610,2015-11-06T01:00:07.040Z,"4km NW of The Geysers, California",earthquake
2015-10-25T11:51:45.040Z,33.345,-116.3883333,11.06,0.66,ml,25,92,0.08031,0.16,ci,ci37263879,2015-10-26T13:10:16.740Z,"10km N of Borrego Springs, California",earthquake
2015-10-25T11:51:34.000Z,51.9962,-173.6614,9.8,2.2,ml,9,302.399975808002,,0.34,ak,ak11759380,2015-10-31T01:52:19.960Z,"43km ESE of Atka, Alaska",earthquake
2015-10-25T11:49:18.110Z,47.9195,-115.8321667,4.39,2.29,ml,13,119,0.634,0.1,mb,mb80103214,2015-10-26T17:57:15.894Z,"47km NNE of Kellogg, Idaho",earthquake
2015-10-25T11:48:42.000Z,61.4333,-152.1039,11.6,0.4,ml,,,,0.35,ak,ak11759379,2015-11-03T01:16:45.183Z,"93km NNW of Nikiski, Alaska",earthquake
2015-10-25T11:41:43.810Z,-6.8079,129.7507,140.6,4,mb,,86,4.595,0.49,us,us200040fe,2015-11-08T07:31:52.436Z,"214km NW of Saumlaki, Indonesia",earthquake
2015-10-25T11:35:34.090Z,19.2164993,-155.4470062,36.19,2.02,md,40,122,0.05123,0.18,hv,hv61077591,2015-10-25T11:38:57.760Z,"3km ENE of Pahala, Hawaii",earthquake
2015-10-25T11:20:52.960Z,43.5406667,-121.7491667,7.986,1.6,ml,12,144,0.03434,0.08,uw,uw61083462,2015-10-25T16:54:58.130Z,"24km SW of La Pine, Oregon",earthquake
2015-10-25T11:18:39.650Z,-55.3887,-27.7383,27.48,4.3,mb,,114,5.177,0.46,us,us200040fn,2015-11-08T07:24:14.459Z,"149km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-10-25T11:05:01.410Z,34.0611667,-118.7633333,9.5,3.39,ml,107,46,0.01573,0.3,ci,ci37263871,2015-11-07T09:39:08.040Z,"8km NE of Malibu, California",earthquake
2015-10-25T10:56:48.200Z,37.6221667,-118.8781667,6.86,0.68,md,24,81,0.01249,0.07,nc,nc72543560,2015-10-26T20:33:35.610Z,"8km ESE of Mammoth Lakes, California",earthquake
2015-10-25T10:56:19.955Z,39.3847,-119.9676,5.3,0,ml,10,178.75,0.104,0.1439,nn,nn00516242,2015-10-25T22:19:58.878Z,"14km N of Incline Village, Nevada",earthquake
